SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Danceability,Duration,Tempo,Title,Year, ArtistHotttnesss, SongHotttnesss
9590,"SOLZOBD12AB0185720",763964,"Raymond v Raymond","ARPDVPJ1187B9ADBE9","Usher",0.0,224.10404,95.998,"Hey Daddy (Daddy's Home)",2010,0.854637828218057,0.7856795868223647
9591,"SONPSZT12AC3DF9942",603826,"The Rodeo Eroded","ARKO7AO1187FB5664B","Tin Hat Trio",0.0,276.58404,91.681,"Willow Weep For Me (With Willie Nelson)",2002,0.3694705106202198,0.5445758685023321
9592,"SOCEOAD12A5891FA33",27428,"Colorful You","ARY2ZUX1187B9A266C","Miguel Migs",0.0,284.60363,104.988,"The One",2002,0.39696318362853933,0.5654510121736983
9593,"SOVVYPN12A8C1435D7",475877,"Static Dynamics","AR3WMW01187B9921F7","Schizoid",0.0,260.23138,96.366,"Ruby Marlowe",0,0.34919221761645924,0
9594,"SOEYCQK12AB018A271",721652,"Süss","ARSPIHU1187B99DDD8","Protein",0.0,214.09914,126.011,"Karottensaft",0,0.34288386650604796,0.0
9595,"SOUHRVJ12A6D4FADD7",63694,"Move Me+","AR6FS351187B9892B7","Midge Ure",0.0,287.52934,97.982,"Four",0,0.38222948956224184,0.0
9596,"SOORFHT12A6D4F7C2D",81232,"OM","ARWJAQ81187FB46F73","Negura Bunget",0.0,123.66322,127.719,"Al Doilea Om",2006,0.4758343021492136,0
9597,"SOJJHGQ12A67020F5D",7069,"My Christmas EP!","ARGYEJV1187FB567B5","George Huff",0.0,249.49506,183.205,"Have Yourself A Merry Little Christmas (LP Version)",0,0.3861169077220984,0.262651205144265
9598,"SOGLHVX12AB018610A",515294,"Back From the Dead","ARWDP431187FB56492","Spinal Tap",0.0,218.20036,112.06,"Big Bottom",1984,0.34209665045733845,0.26586104921065007
9599,"SOVTOZI12A8C13710B",220705,"Billy Bragg Vol.1","ARJ7SQ31187B9AF432","Billy Bragg",0.0,173.50485,83.481,"Loving You Too Long",2006,0.5291959222813954,0.3725300393660796
9600,"SOMKHES12A8C137EFC",149290,"The Great Polka Swindle","AR68V7Z1187B9A2FCA","Polkaholix",0.0,196.93669,118.892,"Krause seine Kreuzpolka",2007,0.4357986452160094,0
9601,"SOLPNWF12AB0184F19",342543,"Faithful","AR9UT8H1187B9AF504","Ivan Parker",0.0,176.09098,69.994,"No One Ever Cared For Me Like Jesus",0,0.3110970495237888,0.0
9602,"SOHDTLT12AB0183F06",748788,"Collision","AR4QYVC1187B99985B","DJ Harry",0.0,299.98975,122.829,"Tragedy in Blue",2004,0.31569027681555284,0.0
9603,"SOSJEIO12A58A7A674",468835,"The People or The Gun","ARUSOMY1187FB4D3B4","Anti-Flag",0.0,171.59791,152.273,"On Independence Day",2009,0.5243789875148084,0.6038604709100711
9604,"SOVXFQE12A6D4FA20C",64434,"The Scott Wesley Brown Collection: A Library of 35 Favorite Songs","AR9AN471187B99E0DA","Scott Wesley Brown",0.0,178.88608,170.064,"I Stand Here Forgiven",0,0.34240639110484233,0.0
9605,"SOGXMVM12A8C130C02",192602,"The Great Leap","ARJA5XT1187B9B89AA","David Tao",0.0,261.74649,158.029,"Susan Said",0,0.41589712845748655,0
9606,"SOJHUQN12A6D4F8EDE",41405,"Emergency","AR4OU721187FB4549D","Paramore",0.0,243.51302,167.971,"Emergency (Album Version)",0,0.6589248241296217,0.8484638848807815
9607,"SOGHNKT12A6D4F720E",26348,"Valley Of The Dolls","AR1PRQ21187FB3B481","Generation X",0.0,299.80689,131.635,"English Dream (2002 Digital Remaster)",0,0.3990337695919729,0.2624798416179629
9608,"SOUIJVE12A8AE4961E",280176,"Exclusive","ARXOTQH1187FB57084","Chris Brown",0.0,197.09342,89.966,"Help Me",0,0.830356766356765,0.5877482650872331
9609,"SODVZLU12A8C13FE90",308216,"Sinfonia De La Copla","ARUK0W21187B995456","Isabel Pantoja",0.0,263.33995,98.739,"Como Nadie Te He Querido",0,0.36350651579267457,0
9610,"SOJSKZX12A58A7DE0E",199849,"Elton Britt: Ridin With Elton","AR8IS591187B9981AE","Elton Britt",0.0,132.85832,139.56,"Little Silver Bells",0,0.27580030274974177,0.0
9611,"SOYZHDL12AB01864AF",714353,"Amor en Bossa Nova","ARZTSMH122988F522A","Reginaldo Bessa",0.0,97.98485,102.043,"Gosto de Você Demais",0,0.13988922367735518,0
9612,"SOFUIBH12A6D4F9C25",43673,"Sweet Talkin' Girls: The Best Of The Chiffons","ARNUFGE1187B9B7881","THE CHIFFONS",0.0,143.882,88.675,"The Heavenly Place",0,0.39834951712239913,0.3775316449767025
9613,"SOFRITM12A81C20954",131598,"Colors","AR7GUNF1187B990CCF","Between The Buried And Me",0.0,516.62322,132.949,"Prequel To The Sequel (Album Version)",2007,0.5465451619554416,0.0
9614,"SOXSZBM12A8AE483AD",195420,"Tropical Spirits Parts I & II","ARB054P1187B9AD32E","Santana",0.0,637.43955,118.444,"Fried Neckbones And Home Fries",0,0.6277651347772472,0.41504977231582957
9615,"SOYKAIZ12A6D4F97B2",46557,"Another 700 Miles","ARW1MUW1187FB4D5A1","3 Doors Down",0.0,278.90893,85.787,"Duck And Run",1999,0.6088490185706534,0.5278181365564875
9616,"SOVEXXE12A8C134E83",89640,"N Ster Vir My","ARZAHDN1187B9B4BED","Ice",0.0,213.02812,119.981,"Under Attack",0,0.34593570218633163,0
9617,"SOLDQVB12A58A7CA82",254189,"Blues At Midnight","ARDK5LC1187B9AB681","Bobby "Blue" Bland",0.0,346.8273,90.102,"You Hit The Nail On The Head",0,0.390981123526395,0.0
9618,"SOURFOI12A58A7D7C3",259754,"Rumba Congo","AROQ9OT1187B99E88D","Kékélé",0.0,219.8722,111.997,"Likambo",2001,0.31030914866795456,0.319565986882865
9619,"SOOGEFW12A8C13538F",257668,"13 Aurores","AR6TSMD1187FB5640F","Jean Fauque",0.0,219.01016,112.015,"Off The Record",0,0.3547166203298187,0
9620,"SORAETJ12A58A7DAA3",295070,"Super Hits","ARMWZF41187FB387F9","Charley Pride",0.0,188.02893,98.824,"(I'm So) Afraid Of Losing You Again",1970,0.3893417519104193,0
9621,"SOZVRFB12A8C13A837",160581,"Great African Moments","ARDXWVZ1187B9B52F1","Michael Whalen",0.0,95.11138,180.825,"Flamingos",0,0.3607449844101112,0
9622,"SOMFTDQ12A58A7F989",707505,"Hymns In The Key Of 666","AR8ANXA1187B98BFC3","Hellsongs",0.0,272.14322,124.981,"Rock The Night",2008,0.41818994657775144,0.5920543875413302
9623,"SOYUULR12AF72AB86D",141992,"No Introduction Necessary","ARNPPTH1187B9AD429","Jimmy Page_ John Paul Jones_ Albert Lee_ Nicky Hopkins_ Big Jim Sullivan_ Clem Cattini_ Chris Hughes",0.0,131.34322,175.154,"Livin' Lovin' Wreck",0,0.4249403308027947,0.4981708609556317
9624,"SODAWDZ12A8AE47AD2",278919,"Faithless Live In Cannes EP","ARXDQJB1187FB57154","Faithless",0.0,247.14404,125.063,"Drifting Away",1996,0.5485336545339214,0
9625,"SOEDYBF12AF72A3AFF",15756,"Flaming Red","AR6I54S1187FB48C6B","Patty Griffin",0.0,134.05995,124.794,"Flaming Red",1998,0.5145233784406406,0.5131064176602239
9626,"SOBUQFN12AB018DDCA",759941,"Pray - Single","ARF6FRI1187B99A934","Head Horny's",0.0,392.56771,148.14,"Pray (Instrumental Version)",0,0.27143425187640424,0
9627,"SOWCRYD12A6D4F6B70",30491,"New Pin","AR336PG1187FB3DC6E","Oceansize",0.0,249.93914,118.049,"New Pin (edit)",2005,0.4900344606385803,0.6388778755470905
9628,"SOMOUQV12A6701CD7B",10172,"Rotten Apples_ The Smashing Pumpkins Greatest Hits","ARN5NHX1187FB4F755","The Smashing Pumpkins",0.0,249.62567,152.999,"Real Love",2000,0.6472247237795797,0.6684193693704693
9629,"SOZBFOF12A58839323",11857,"Anthems To The Welkin At Dusk","ARYPWUK1187B98ACED","Emperor",0.0,258.35057,116.171,"Al Svartr (The Oath)",0,0.45339118607533013,0.6292127100645375
9630,"SOOQJNQ12AB01879EB",816178,"Dim sa w vle","ARCCNIT12802FDF57B","Daan Junior",0.0,413.49179,96.005,"Tout moun sou do",0,0.362693206049216,0.30599288651581996
9631,"SOJUAMH12AB0184EE1",335830,"Great Family of Gospel","ARFCOGY1187FB454B4","The Winans",0.0,238.65424,105.99,"This Train",0,0.3441981874832948,0.5033812362063191
9632,"SOVVDVO12A8C14215D",309474,"We Ride","ARKU3Z61187FB51DCA","Rihanna",0.0,237.87057,99.989,"We Ride",2006,0.9082026192084819,0
9633,"SOJTMTU12A81C208E7",553081,"Eternal Dance II","AR4MCB01187B98BF5C","Atman",0.0,394.86649,125.374,"Govinda",1997,0.37456025292704015,0.6195602893717185
9634,"SOFTBKK12AB018816C",573742,"Soca Rumble in the Cave","ARVUN5F1187FB4CCC7","Beenie Man",0.0,200.09751,95.697,"Million Gal",0,0.48133930857423185,0
9635,"SOKPXQU12AB0187ED6",757828,"The Ghost Writer","AR4B3RX1187B9A868A","Alexandre Desplat",0.0,128.62649,91.954,"Hidden Documents",2010,0.5603808051579506,0.48397724617065346
9636,"SOTMSNC12AB018D09A",573496,"Lepta","ARV1RMI1187FB48F94","Arkona",0.0,266.65751,160.059,"Chiornie Debri Voini (The Black Abyss of War)",0,0.46085314529155835,0.26695518627553855
9637,"SOYWFWL12A6D4FE07D",125738,"Welcome To Tokyo","AR22R8A1187FB46B9E","Shanadoo",0.0,200.88118,137.923,"Ninja Tattoo",2006,0.336141578129392,0.49131114395820885
9638,"SOMPAHG12AC3DF81F8",694008,"SIBELIUS_ J.: Night Ride and Sunrise / Belshazzar's Feast Suite / Kuolema (New Zealand Symphony_ Ink","ARCWCWU1187FB51F35","Pietari Inkinen",0.0,344.73751,61.78,"The Dryad_ Op. 45_ No. 1",0,0.0,0.0
9639,"SORWLOJ12A6D4F871E",34505,"Disque Pathé","ARKA2YS1187B9A4060","Michèle Arnaud",0.0,122.27873,95.264,"Ballade Des Oiseaux De Croix",1996,0.3136658169944595,0
9640,"SOHHAXO12AB0184DE3",393782,"The Story Of My Life","ARALUUG1187FB58696","Irma Thomas",0.0,205.29587,112.109,"Hold Me While I Cry",2001,0.4411063591444711,0.3347065490692206
9641,"SOIBVYA12A8AE46F75",136291,"Loup Garou","ARM3QKQ1187FB421E0","Willy DeVille",0.0,227.81342,141.999,"Runnin' Through The Jungle - Shootin' The Blues",1996,0.37772033838447294,0.3552855364230894
9642,"SOUMERL12AC9070EF9",690991,"Balance of Opposites","AR567PN1187FB4B4F2","Moss",0.0,484.62322,115.091,"Common Ground",0,0.3895355761888646,0.0
9643,"SOXYARV12A8C1368C8",90515,"The 21 Century Tour","ARORFTD1187B99F7D4","Epitaph",0.0,488.17587,141.192,"Outside The Law",0,0.4598094224628141,0.26695518627553855
9644,"SOLQLCA12AB0188BBD",763905,"Valleys Of Neptune","ARNDL191187FB51583","Jimi Hendrix",0.0,449.74975,146.77,"Hear My Train A Comin'",1989,0.58786915221849,0.6939616172476072
9645,"SOARJWK12AC46862BB",777840,"Mes premiers vinyls","ARKJKVO1187FB49D0A","Michèle Bernard",0.0,253.64853,85.435,"Le mouton dans la baignoire",2002,0.3738629705580186,0
9646,"SOJMWGR12A6701D0FD",14592,"Love_ Peace & Nappiness","AROEL1B1187B988B90","Lost Boyz",0.0,250.27873,98.431,"What's Wrong",1997,0.41224060053560735,0.4051157216913865
9647,"SOACLVX12AB0185ADF",359713,"Tides of Sorrow","ARWMZYB1187FB480A7","Aftermath",0.0,376.89424,87.006,"9:2",0,0.3389203449697267,0
9648,"SOCCMWP12A58A7919C",41093,"(ONe)","ARZQPE11187FB40939","The Panic Channel",0.0,153.25995,143.224,"Said You'd Be",2006,0.3409151363029318,0.5114243256864599
9649,"SOMIDHA12A8C132C67",194915,"A life time of Hits.. (Live At Centro De Bellas Artes_ San Juan_ Puerto Rico.)","ARSZVAK1187FB4A9F0","Richie Ray & Bobby Cruz",0.0,418.53342,105.75,"Guaguanco Raro",1970,0.3604251064827873,0
9650,"SOPAKPP12AB017DC35",345834,"Reggae Max - Part 2","AR3OSJM1187B98B95B","Peter Hunnigale",0.0,228.10077,168.049,"Ordinary Lives",0,0.33346134397092,0
9651,"SOZMELK12A8C143532",611163,"Group Sex","ARNFTGS1187B9A465F","Circle Jerks",0.0,63.52934,162.384,"Group Sex",1980,0.4140794730317521,0.7464326791300556
9652,"SOXXMWC12A67AD7296",16298,"A Brief History Of The 20th Century","ARKZ68G1187B98B189","Gang Of Four",0.0,273.99791,117.0,"Is It Love",1983,0.45478537949601694,0.4923983528177209
9653,"SOQMCZO12A58A7ADAD",342537,"Stories","AR2G8UI1187FB3F33C","Barbara Fairchild",0.0,216.39791,149.748,"Jezebel",0,0.37123757358135073,0.0
9654,"SOIXTNA12AC46882E8",697378,"Who I Am","ARHGGCU125FEF328D7","Nick Jonas & The Administration",0.0,214.72608,92.105,"State of Emergency",2010,0.4460839354920225,0.8224028851600591
9655,"SOSDNTQ12AB018A319",750574,"Best of 40's and 50's_ Vol. 66","ARIFOQ6119B866970E","The Fontane Sisters",0.0,149.99465,86.464,"The Tennessee Waltz",0,0.3294326643532808,0.0
9656,"SOOJJQO12A6D4FB913",228390,"Jazz Yule Love II","ARHDHOX122988F500E","Hot Club Of Detroit",0.0,371.04281,124.122,"God Rest Ye Merry Gentlemen",0,0.3091394974851341,0
9657,"SOBBKSL12AB01852FE",708945,"Berøring","ARSS1OZ1187FB54440","Mons Leidvin Takle",0.0,162.82077,168.106,"Ømhet",0,0.28240219935191896,0
9658,"SOMPLTA12A58A7D02A",266590,"Cajun Hymns","AR1JGQT1187FB56878","Jo-El Sonnier",0.0,214.282,138.279,"Precious Lord_ Take My Hand",0,0.3201654160463429,0.2702429493203401
9659,"SOCUPHK12A6D4FC491",63476,"American Folk Blues Festival '72","ARNEL2O1187FB4421A","Bukka White",0.0,150.04689,101.772,"Aberdeen Blues",0,0.4244875987254027,0
9660,"SOBAQDD12AB017B1F5",532594,"The Art of Falling","AR2B3VQ1187FB54129","Jeff Johnson",0.0,433.97179,42.486,"Contours",0,0.3759552443373145,0
9661,"SOOQDSE12AC468B61B",743807,"Into The Sun [Explicit]","ARTBQTE1187B9B8A0F","Candlebox",0.0,312.842,130.35,"Breathe Me In",2008,0.5076250078374704,0
9662,"SOQFWBE12A8C1316AF",144663,"Rock Hits Workout 45 Minute Continuous Fitness Music Mix. 114Bpm  152Bpm For Jogging_ Cycling_ Spin","ARVG4OK1187B9B6BD3","The Killers",0.0,527.98649,134.02,"Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix)",2005,0.8195882822285578,0
9663,"SOUXTFR12A8C138871",262373,"Relaxin' With Tyrone","ARUT16P1187FB532A4","Tyrone Davis",0.0,247.77098,93.734,"Sugar Daddy",0,0.3932151037866921,0.3347065490692206
9664,"SOGWSIE12AB018A5CA",590999,"Interstate","ARMZ4PD1187B9ACBCD","20/20",0.0,206.81098,134.173,"So Many Reasons",0,0.3148821836230177,0.0
9665,"SOOEEYT12A5891DC08",88201,"The Omen","ARVMZFK11F50C4A0D2","Tunsi",0.0,71.31383,86.064,"Outro",0,0.31672195348599,0
9666,"SOMAHZI12A58A7F904",74751,"80's Ultimate Collection","ARHO1WI1187B98CB84","Michael Card",0.0,234.78812,99.644,"Scandalon",1985,0.34424658036403843,0.4454545254934259
9667,"SOMQMEJ12AB018690C",575866,"Almost Paradise","ARTE3P61187B9A709D","Roger Williams",0.0,177.24036,110.232,"Around The World",0,0.4179822750090275,0
9668,"SORRNXT12A6D4F7451",19905,"Romantic Rights","AR4R1FL1187FB55C3B","Death From Above 1979",0.0,344.842,91.879,"Romantic Rights (Jesper Dahlback Remix)",2004,0.46707100634498944,0.4541929882180224
9669,"SOVQKHW12AB01804CD",440044,"Le cinéma de Francis Lai","AR25WM21187FB461B3","Francis Lai",0.0,243.43465,97.849,"13 jours en France",1996,0.3717110940407555,0
9670,"SOBRSXK12A8C135932",283778,"Topsy-Turvy Original Motion Picture Soundtrack","ARV5O111187B9A3F3A","Carl Davis",0.0,129.59302,56.083,"Resolutions from The Long Day Closes",0,0.31907462389548225,0
9671,"SOCDLVW12AB018371F",557347,"High Wide & Handsome - The Charlie Poole Project","ARV1JVD1187B9AD195","Loudon Wainwright III",0.0,152.13669,151.294,"Rowena",2009,0.4427658420289504,0.387026531891994
9672,"SOGOGLP12AC960A177",602029,"Call Me Mr. C","ARUG6DV1187B992475","Willie Clayton",0.0,249.23383,90.963,"Scandalous (Soul and R&B)",0,0.37455792647989944,0.28120976448894247
9673,"SOFVMAW12AB017D330",439771,"Jah Protect","ARNNQ9E1187FB3C82F","Sizzla",0.0,168.56771,189.263,"Care",2006,0.45798167407037055,0.338886720010706
9674,"SOJLKSL12AB0183D93",508143,"Tesoros De Colección","ARQHLIO1187B98AA6A","Jay Pérez",0.0,156.47302,119.949,"America the Beautiful",0,0.38623768283972165,0
9675,"SOLLOUW12AAA8C76C7",431708,"The Mighty Two 'In Memoriam'","ARZZRK91187B9A5CA5","Delroy Wilson",0.0,150.36036,136.032,"Baby I Need Your Loving",1999,0.3857876145843115,0
9676,"SOSAEVQ12A8C13EC8F",308427,"Welcome Home","ARQVC1L1187FB440DE","Brian Littrell",0.0,236.45995,98.937,"Wish",2006,0.4256324795350624,0.5240793228457125
9677,"SONCHNB12AB01849A2",574494,"Trains & Cars - A Trip To Rock 'n' Roll Vol. 1","AR84SHT1187FB4687A","Wade Ray",0.0,135.78404,171.527,"Idaho Red",2005,0.0,0
9678,"SOMYMHM12A8C134ECB",141840,"La Leyenda Viva!!! La Verdadera Historia","ARA373P1187B9A74C7","Barbarito Diez",0.0,176.69179,121.658,"Bajo Un Palmar",0,0.2663430816204065,0
9679,"SOUJNNT12AB018425D",360755,"Classic Western Themes Vol. 1","AR9HQ6Y1187FB3C2CB","Orlando Pops Orchestra",0.0,265.82159,102.04,"The Yellow Rose Of Texas (From Giants)",0,0.3116155449734521,0
9680,"SOHFRAI12AB0183D3D",394191,"20 Years Of Narada Piano","ARI4S0E1187B9B06C0","David Arkenstone",0.0,205.11302,73.162,"First Kiss",0,0.43094204343555065,0.2707759989463275
9681,"SOARFDK12AB01826E6",636902,"X Anniversarivm","ARZ4Y2H1187FB3C36F","Estopa",0.0,226.5073,170.739,"Me Falta El Aliento",1999,0.3887526034036332,0
9682,"SOOXFEI12A8C13FE28",220091,"Finest Dearest","ARGJL42119B8668D26","Finest Dearest",0.0,294.00771,84.679,"Tunnel Vision",2008,0.3724035280285297,0
9683,"SOCGOZK12A8151BD5D",443784,"Whatever People Say I Am_ That's What I'm Not","ARM0P6Z1187FB4D466","Arctic Monkeys",0.0,177.94567,127.294,"Fake Tales Of San Francisco",2004,0.577075874549733,0.7907869321507796
9684,"SOJNBYN12AB0184232",463548,"Dirty District","ARUP5LV1187FB50BD8","Fuzz",0.0,168.85506,110.106,"Big Fella",0,0.3597756615359539,0
9685,"SOYBNXR12A8C143CD3",563945,"Promised Land (The German Remixes)","ARILV5E1187B9959C8","Boogie Pimps Feat. Steve Brookstein",0.0,322.53342,83.345,"Promised Land",0,0.3653396527140089,0
9686,"SOLKQVW12A6D4F69AB",29255,"Beyond the Veil: Live at Bobby Jones Gospel Explosion XIII","ARLZ3CF1187B98BD56","Daryl Coley",0.0,352.88771,85.563,"Standing On The Promises (Palmore) (Beyond The Veil Album Version)",0,0.3258312404870052,0
9687,"SOQVDHJ12AB017E528",534412,"Renaissance","ARHIGWY11F4C8425D5","Mr.De'",0.0,246.72608,130.002,"The Vine",0,0.30619745898023865,0.0
9688,"SOFQFTY12A8C1369E9",235400,"In This Place","ARUZL121187FB4B42D","True Believers",0.0,203.12771,125.177,"Stranger",0,0.3280733049127533,0.0
9689,"SOKOTBW12AB018CE2D",662632,"The Element Of Freedom","AR52EZT1187B9900BF","Alicia Keys",0.0,240.22159,119.959,"Wait Til You See My Smile",2009,0.7786735791842135,0.9092773471291868
9690,"SOBVLUP12A8C140311",268144,"Room On Fire","AR9O98A1187FB39621","The Strokes",0.0,177.18812,93.315,"Meet Me In The Bathroom",2003,0.5917447385459133,0.7457433881179623
9691,"SOZFRGA12A58A7B247",222971,"Murder One","ARVG4OK1187B9B6BD3","Killers",0.0,218.8273,128.951,"Children Of The Revolution",0,0.8195882822285578,0.42512465831305757
9692,"SOIDQLF12CF5664F7F",351128,"WANT","AR01W2D1187FB5912F","3OH!3",0.0,211.66975,145.88,"CHOKECHAIN (Amended Album Version)",2008,0.6033245600156352,0
9693,"SOWCLTO12A67021CEC",15450,"Chicago '85...The Movie","ARXP7MQ1187FB3AC5F","Dave Hollister",0.0,271.62077,91.003,"One Woman Man",2001,0.45966046322159376,0.7905668023581631
9694,"SOAFGEU12A8C13FAD7",250759,"Hoping That You're Hoping","ARUVPZF1187FB4880D","Charlie Louvin",0.0,142.99383,108.873,"Don't Laugh",0,0.39134245187534317,0
9695,"SOIURDO12A8C1392EB",420553,"Happy Already","ARIA09I1187B9A6D6E","Sportsguitar",0.0,231.00036,142.192,"Fish",1998,0.2842324457546301,0.21508031850922793
9696,"SOHFJZV12AF72A1E10",205255,"Unforgettable","AROF4LP1187FB41C51","Selena",0.0,99.57832,197.352,"Las Cadenas(Live) (2005 re-mastering) (Live)",0,0.5458659170701919,0
9697,"SOWLAQT12A8C13D037",213363,"Diary Of An Afro Warrior","ARNBIUE1187FB3E846","Benga",0.0,233.16853,139.994,"Zero M2",2008,0.4647360606954702,0.625865454009952
9698,"SOJHJKZ12AB0182AA2",653939,"Bori","AR64N1H1187B996199","Edgar Bori",0.0,309.002,116.139,"Les choses",0,0.3335571586810799,0
9699,"SOUEFNG12A6D4F8640",31910,"Eyes Open","ARVN9FZ1187FB393F1","Snow Patrol",0.0,276.68853,84.595,"In My Arms",2006,0.667294595643469,0.7322037161466802
9700,"SOBMYCO12AB0182D41",420625,"L'Accordéon du tour de France","ARD7U0O1187FB5531A","André Verchuren",0.0,132.38812,132.586,"Un Tout Petit Pantin",0,0.26712486735047014,0
9701,"SOBPMZI12A8C140B04",475476,"Take Five","ARLWEID1187B98DE3C","Quincy Jones",0.0,196.04853,72.117,"Stormy Weather",1988,0.5145132769470396,0
9702,"SOEAXHF12AB0184E97",568752,"50 Broadway Showstoppers","ARMFXPI1187B99717E","London Theatre Orchestra",0.0,160.70485,75.768,"Maria ( From The Sound Of Music)",0,0.31449483650332366,0
9703,"SOYRKAG12A8C13D7A0",106927,"Solo Exitos","AR0CZWN1187B9A47E2","Obie Bermudez",0.0,220.78649,109.23,"Celos",2004,0.34752282682496044,0
9704,"SOLFKYA12A8C13B082",216824,"Le Jardin De Heavenly","ARLF0QY1187FB4FDCC","Heavenly",0.0,234.60526,69.965,"Smile",1992,0.46815875635794574,0.4719711717935417
9705,"SOTRBLK12A8C14334E",372029,"Early Rhythms","AR78WG01187B98E404","Johnny Pacheco",0.0,183.35302,116.862,"Mi Musica Es Para Ti - Original",0,0.34154441251964296,0
9706,"SOQESCO12A8C14431E",475979,"Dukhi Dil Mera","ARBY23A1187B9A82E4","Naseebo Lal",0.0,398.0273,88.014,"Pehle To Kabhi Gham Tha",0,0.0,0
9707,"SOJWFHX12AB0188571",760500,"50 Best Of Big Band","AR9HQ6Y1187FB3C2CB","Orlando Pops Orchestra",0.0,207.67302,80.188,"Strangers In The Night",0,0.3116155449734521,0
9708,"SOKUHDB12AB018135A",558396,"Live In A Dive","ARHL8SP1187B98F8A3","Sick Of It All",0.0,109.00853,196.327,"Sanctuary",1999,0.4208018495070056,0
9709,"SOBHTKX12AB01881B6",714552,"Nie Wieder","ARGDY4Y1187B9A334F","Pyranja",0.0,167.54893,68.86,"Nie Wieder (Live Version)",2006,0.35850092274043266,0
9710,"SODRDRJ12A8C14289E",748222,"Santa Claus Is Coming To Town","ARQ9BO41187FB5CF1F","John Davis & Emma Doyle",0.0,184.86812,120.026,"Mary's Boy Child",0,0.38763547770598455,0.0
9711,"SOORODQ12A8C13C342",204367,"The Craft","ARTXGGI1187B9B3D58","Blackalicious",0.0,302.94159,116.682,"World Of Vibrations (Album Version)",2005,0.5187841023656041,0.7215020750520708
9712,"SOZFLNZ12AC46875B7",782283,"Saints & Sinners","AROSH7P1187B9B4D11","Van Gelder",0.0,474.61832,209.752,"Saints & Sinners",0,0.2218517315521859,0
9713,"SOIIEVK12AB018A1B9",581883,"The A Capella Project II","AR7ZKHQ1187B98DD73","Glad",0.0,211.69587,52.464,"My Jesus_ I Love Thee",0,0.3722328886113136,0.0
9714,"SOPQZOX12AB01849EA",511275,"More Noise And Other Disturbances","AR2SMD91187B9B0582","Mighty Mighty Bosstones",0.0,211.33016,205.559,"They Came To Boston",1992,0.4759412895980046,0.48711219486346274
9715,"SOCSJFL12AB018E42A",580521,"Two-Shade","ARJMGMP124BAE72D46","Gerald Clayton",0.0,384.15628,95.938,"Two Heads One Pillow",2009,0.28302708862330006,0.2538347361322313
9716,"SOOUFTE12AB0183D19",516244,"Ultra-Lounge / Organs In Orbit  Volume Eleven","ARRX4FO1187FB58DD6","Jackie Davis",0.0,166.39955,134.3,"Love Is Just Around The Corner (1996 Digital Remaster)",0,0.3257671803229243,0.5859797661092777
9717,"SOTUHTD12A8C133D88",286010,"The Platinum Collection","ARGNGRI11E2835D567","Tam Tam Go!",0.0,190.04036,141.394,"Belleza Pasajera",1993,0.31669216154699004,0
9718,"SOFKDPV12A8C131B03",282395,"Flyin' The Flannel","AR9A5TK1187B9AD07F","fIREHOSE",0.0,167.3922,90.653,"Towin' The Line",1991,0.3870083217942033,0.5289576174094446
9719,"SOBFXLE12AB0183D1A",462214,"Poema","ARHSS201187B98A8CC","Yvette Horner",0.0,162.19383,189.534,"En Souplesse",0,0.2958898118327957,0.0
9720,"SOGNZTE12A67AD8518",18599,"Very Best of Montserrat Caballe","ARDR4AC1187FB371A1","Montserrat Caballé/Royal Philharmonic Orchestra/Lamberto Gardelli",0.0,498.80771,53.766,"Guillaume Tell_ Acte II (1988 Digital Remaster): Ils s'éloignent enfin....Sombre forêt",0,0.39137058721808954,0
9721,"SOREKVX12A8C13887F",99103,"Blind Boy Fuller Vol. 6 1940","ARUNYOW1187FB43F2A","Blind Boy Fuller",0.0,167.99302,96.019,"Precious Lord",1995,0.3601702712487263,0
9722,"SOZKTRT12A58A7CF13",609331,"Larger Than Life","AR5RA3W1187B9B4A22","Pepe Kalle",0.0,369.52771,140.269,"Roger Milla",2005,0.0,0
9723,"SOGWPOW12A8C142356",779625,"The Worlds Greatest Arabica - the only Arabic album youll ever need","ARO8LVR1187B9A0DE5","Jah Debda",0.0,277.10649,90.002,"Eastern Magic",0,0.20136240847013123,0.3402410785830734
9724,"SOTYEJF12AB018D2C2",818145,"Wa`ahila","ARDAONS11F4C844929","Ray Kane",0.0,200.82893,122.651,"Keiki Slack Key (Instrumental)",0,0.2798423161638639,0
9725,"SOJUJSM12A6D4FAE9B",45133,"The Singles Collection","ARBUHDB1187FB3E72C","Bobby Vee",0.0,143.35955,128.599,"The Story Of My Life",0,0.39524762318141715,0.0
9726,"SOGDOEZ12A6D4F9FBF",51445,"Christmas Collection","AR58JT11187B9AF4CC","Carpenters",0.0,134.60853,80.182,"An Old Fashioned Christmas",1992,0.5372095390200227,0.38293509007501925
9727,"SOHRYJO12A8AE45E9D",185110,"A-sides_ B-sides and Rarities","ARCLFWR1187B9AE7B2","Fun Lovin' Criminals",0.0,228.72771,93.658,"Love Unlimited (Remix) (Explicit)",0,0.4848767189541058,0
9728,"SOAZOFQ12A81C20B43",179927,"Listen to the Rain","ARN3O411187FB4D859","Stephan Micus",0.0,1204.29669,86.066,"For Abai and Togshan",0,0.36553375619798023,0.2998774882739778
